authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
Alan Hollinghurst,2004,The Line of Beauty,The Line of Beauty,3.7,15844,790,1749,4280,6190,4751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Susanna Kearsley,2011,The Rose Garden,The Rose Garden,4.01,18553,203,831,4765,9659,7349,https://images.gr-assets.com/books/1327951839m/9792287.jpg
Frank E. Peretti,2005,Monster,Monster,3.8,17583,511,1606,4722,5733,5822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Daniel Silva,2002,The English Assassin,"The English Assassin (Gabriel Allon, #2)",4.12,16810,93,385,3586,9527,7062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Chuck Klosterman,2006,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,3.85,13892,129,705,4153,6861,3597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Peter F. Drucker,1966,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),4.11,16326,318,721,3134,5701,7349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",3.9,25138,916,1615,5546,9383,8912,https://images.gr-assets.com/books/1415565992m/23093359.jpg
Dean Koontz,2013,Innocence,Innocence,3.69,13482,678,1750,4887,6031,4759,https://images.gr-assets.com/books/1368569643m/17797381.jpg
John Sandford,2004,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",4,18708,337,739,4335,8610,6842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Esther Hicks, Jerry Hicks",2006,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,4.15,13358,320,617,2433,4075,6731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Alexandra Bracken,2014,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",4.36,25788,186,670,3147,8802,15206,https://images.gr-assets.com/books/1400697474m/16150831.jpg
Aimee Carter,2012,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",4.02,26286,571,1647,5492,8643,11003,https://images.gr-assets.com/books/1397956745m/12637490.jpg
"Holly Black, Tony DiTerlizzi",2003,Lucinda’s Secret,"Lucinda's Secret (The Spiderwick Chronicles, #3)",3.87,25217,244,1320,7895,9138,7804,https://images.gr-assets.com/books/1358701877m/280277.jpg
"Beverly Cleary, Tracy Dockray",1950,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",3.97,21823,295,884,5894,7699,7846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Russell Hoban, Garth Williams",1960,Bedtime for Frances,Bedtime for Frances,4.14,22865,333,958,4598,6569,10646,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,4.3,13859,200,407,1980,5376,8251,https://images.gr-assets.com/books/1354795941m/328802.jpg
Joe Abercrombie,2015,Half the World,"Half the World (Shattered Sea, #2)",4.2,12396,52,299,2560,8863,7114,https://images.gr-assets.com/books/1402314017m/22055283.jpg
Roger Lowenstein,2000,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.16,15619,183,395,2606,6635,6657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,4.17,18477,207,701,3527,7233,9170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Darren Shan,2002,"Hunters of the Dusk (Cirque Du Freak, #7)","Hunters of the Dusk (Cirque Du Freak, #7)",4.17,19326,120,752,3868,6946,9347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Tad Williams,1996,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",3.9,19334,537,1435,4488,7527,6829,https://images.gr-assets.com/books/1329075235m/28695.jpg
Charlaine Harris,2007,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",3.95,26178,186,1199,7172,11549,8722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Katherine Paterson,1980,Jacob Have I Loved,Jacob Have I Loved,3.64,24920,1066,2636,7650,8766,6592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"James Patterson, Liza Marklund",2010,The Postcard Killers,The Postcard Killers,3.78,18542,360,1569,5879,7931,5437,https://images.gr-assets.com/books/1344271030m/7134201.jpg
"Julietta Suzuki, Tomo Kimura",2008,神様はじめました 1,"Kamisama Kiss, Vol. 1",4.38,20569,352,608,2414,4728,12625,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Colleen Hoover,2014,Maybe Not,"Maybe Not (Maybe, #1.5)",4.14,26102,310,1009,4677,9769,11340,https://images.gr-assets.com/books/1416381591m/23587984.jpg
D.J. MacHale,2004,Black Water,"Black Water (Pendragon, #5)",4.16,19634,181,636,3640,7120,8723,https://images.gr-assets.com/books/1431981444m/147801.jpg
Agatha Christie,1942,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",3.95,19618,113,807,6389,10238,7201,https://images.gr-assets.com/books/1429422068m/121648.jpg
China Miéville,2011,Embassytown,Embassytown,3.86,17388,515,1311,4527,8335,5828,https://images.gr-assets.com/books/1320470326m/9265453.jpg
Dean Koontz,2002,By the Light of the Moon,By the Light of the Moon,3.84,19276,264,1118,5698,7569,5540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,17950,92,194,1676,5641,10479,https://images.gr-assets.com/books/1320490450m/3581.jpg
Dorothy L. Sayers,1930,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",4.14,18578,224,589,3601,8103,8341,https://images.gr-assets.com/books/1486963427m/246225.jpg
Gary Larson,1984,The Far Side Gallery,The Far Side Gallery,4.42,20022,110,281,2205,5944,11579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Julie Kagawa,2013,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",4.26,27278,438,917,4020,9220,14746,https://images.gr-assets.com/books/1362772965m/13581990.jpg
J.D. Robb,1998,Holiday in Death,"Holiday in Death (In Death, #7)",4.31,24511,54,360,3810,10087,13162,https://images.gr-assets.com/books/1389932347m/238125.jpg
Tarryn Fisher,2013,Thief,"Thief (Love Me with Lies, #3)",4.4,28533,340,755,2930,7815,16939,https://images.gr-assets.com/books/1361401256m/16090981.jpg
Aron Ralston,2004,Between a Rock and a Hard Place,Between a Rock and a Hard Place,3.82,14350,405,1201,4265,6428,4739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
David Gemmell,1984,Legend,"Legend (The Drenai Saga, #1)",4.25,18260,198,644,2946,6695,10037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sheila Turnage,2012,,"Three Times Lucky (Tupelo Landing, #1)",4.01,17797,524,908,3404,6405,7059,https://images.gr-assets.com/books/1424981822m/11737313.jpg
Meg Cabot,2004,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",3.77,19771,477,1587,6350,7178,6061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,4.2,17384,112,404,3102,6672,7971,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Chris Bohjalian,2016,,The Guest Room,3.68,14635,418,1354,5382,8035,3392,https://images.gr-assets.com/books/1432679414m/25430584.jpg
"Avery Monsen, Jory John",2010,All My Friends Are Dead,All My Friends Are Dead,4.24,19423,236,662,3131,6169,9898,https://images.gr-assets.com/books/1330386466m/8044557.jpg
Matthew Reilly,2007,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",4.16,17064,231,667,3025,6444,8034,https://images.gr-assets.com/books/1303511210m/617526.jpg
Nora Roberts,1998,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",4.16,23604,68,616,4923,9286,10420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Tite Kubo,2004,Bleach―ブリーチ― 15,"Bleach, Volume 15",4.41,17078,179,460,2037,3934,10558,https://images.gr-assets.com/books/1417981626m/2879.jpg
"Johnny Cash, Patrick   Carr",1997,Cash: The Autobiography of Johnny Cash,Cash,4.08,15113,243,585,3076,5874,6215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sidney Sheldon,1976,A Stranger in the Mirror,A Stranger In The Mirror,3.61,15606,430,1621,5518,5509,3561,https://images.gr-assets.com/books/1418330902m/115130.jpg
Carl Hiaasen,2005,Flush,Flush,3.86,20076,306,1218,5764,8377,6101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Isak Dinesen, Karen Blixen",1937,Out of Africa,Out of Africa,3.96,21687,405,1353,5209,9006,8212,https://images.gr-assets.com/books/1178296503m/781787.jpg
Robert Crais,2007,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",4.1,17637,196,515,3370,8108,6992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,4.04,16184,705,1113,2979,5654,8055,https://images.gr-assets.com/books/1352422827m/13530973.jpg
Molly McAdams,2012,,"From Ashes (From Ashes, #1)",4.13,11196,761,1238,3866,8237,12065,https://images.gr-assets.com/books/1361745082m/16122163.jpg
Sam Harris,2012,Free Will,Free Will,3.83,15647,615,1206,3887,5979,5226,https://images.gr-assets.com/books/1332196118m/13259270.jpg
Marieke Nijkamp,2016,This Is Where It Ends,This Is Where It Ends,3.63,23764,1281,3106,7170,8414,7166,https://images.gr-assets.com/books/1431358364m/24529123.jpg
Rachel Vincent,2007,Stray,"Stray (Shifters, #1)",3.79,29063,1370,2607,7014,9399,10072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Elin Hilderbrand,2008,A Summer Affair,A Summer Affair,3.66,19033,487,1889,6361,6956,4713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rebecca Stead,2012,Liar & Spy,Liar & Spy,3.81,18990,577,1306,5211,7835,5653,https://images.gr-assets.com/books/1336000458m/13262061.jpg
"Brian Jacques, Gary Chalk",1991,Mariel of Redwall,"Mariel of Redwall (Redwall, #4)",3.96,21214,108,851,6051,8437,7117,https://images.gr-assets.com/books/1299761476m/7993.jpg
Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,4.07,15647,397,803,2781,5801,6647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Peter F. Hamilton,2007,The Dreaming Void,The Dreaming Void,4.18,16181,160,494,2781,7678,7527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Meg Cabot,2009,Being Nikki,"Being Nikki (Airhead, #2)",3.87,25531,421,1854,6931,9011,8348,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,3.67,20594,369,2123,7948,8298,5373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",4.05,21629,164,764,5311,9075,8595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Christopher Pike,2010,The Eternal Dawn,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",4.14,17343,549,1052,2875,4005,9053,https://images.gr-assets.com/books/1327900455m/7775611.jpg
Zane,1998,Addicted,Addicted,4.26,13677,442,672,1944,3591,8531,https://images.gr-assets.com/books/1266487564m/169331.jpg
Kristen Simmons,2012,Article 5,"Article 5 (Article 5, #1)",3.78,23732,1007,2127,6014,8111,7737,https://images.gr-assets.com/books/1306520962m/10677277.jpg
"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",4.37,16769,152,324,1945,5815,9717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Laurelin Paige,2013,Found in You,"Found in You (Fixed, #2)",4.27,27097,219,723,3903,10649,13768,https://images.gr-assets.com/books/1377584166m/17930773.jpg
Lara Adrian,2008,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",4.23,26597,149,682,4582,10267,12982,https://images.gr-assets.com/books/1320404514m/1928873.jpg
Karin Slaughter,2002,Kisscut,"Kisscut (Grant County, #2)",4.12,18833,165,616,4035,9035,8399,https://images.gr-assets.com/books/1348096108m/21719.jpg
"Miranda July, Brigitte Sire",2011,,It Chooses You,3.88,16044,690,1336,3584,4480,6285,https://images.gr-assets.com/books/1328693226m/11266880.jpg
"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,Last Exit to Brooklyn,3.94,15491,428,1029,3658,6593,5865,https://images.gr-assets.com/books/1362815242m/50275.jpg
"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,The Feast of the Goat,4.22,10961,189,557,2348,6291,7773,https://images.gr-assets.com/books/1439920504m/53969.jpg
Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25,18551,300,617,2866,6885,10209,https://images.gr-assets.com/books/1377989934m/318404.jpg
Miranda July,2015,The First Bad Man,The First Bad Man,3.58,15560,885,1914,4602,6088,3809,https://images.gr-assets.com/books/1421037741m/21412400.jpg
Tad Williams,1993,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",4.19,18356,187,657,3118,6749,8702,https://images.gr-assets.com/books/1309992900m/28698.jpg
Jay Crownover,2013,Jet,"Jet (Marked Men, #2)",4.09,32332,239,1063,6256,13787,12242,https://images.gr-assets.com/books/1367338347m/17204860.jpg
John Banville,2005,The Sea,The Sea,3.49,16558,937,2471,5705,6140,3746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"James Patterson, David Ellis",2014,Invisible,Invisible,4.05,14518,268,705,3536,7704,6754,https://images.gr-assets.com/books/1403166141m/18656055.jpg
Dean Koontz,1993,Mr. Murder,Mr. Murder,3.72,19904,329,1584,6533,7362,4930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Gail Carriger,2010,Changeless,"Changeless (Parasol Protectorate, #2)",4,30703,172,1084,7387,14794,10027,https://images.gr-assets.com/books/1292566141m/6933876.jpg
L.E. Modesitt Jr.,1991,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),3.84,18879,457,1402,4952,7109,5889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
John Jakes,1974,"The Bastard (Kent Family Chronicles, Vol. 1)","The Bastard (Kent Family Chronicles, #1)",4.09,18287,186,653,3923,6791,7599,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ben H. Winters,2012,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",3.76,14725,232,1025,5173,8774,3460,https://images.gr-assets.com/books/1344370646m/13330370.jpg
George R. Stewart,1949,Earth Abides,Earth Abides,3.96,17200,410,1231,3943,6678,6844,https://images.gr-assets.com/books/1320505234m/93269.jpg
"Douglas Preston, Lincoln Child",1999,Thunderhead,Thunderhead,4.09,19704,146,607,4138,8216,7756,https://images.gr-assets.com/books/1344263984m/136636.jpg
Darren Shan,2002,"Allies of the Night (Cirque Du Freak, Book 8)","Allies of the Night (Cirque du Freak, #8)",4.19,18649,128,686,3587,6605,9289,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Thea Harrison,2011,Dragon bound,"Dragon Bound (Elder Races, #1)",4.13,29920,776,1461,5063,10837,14485,https://images.gr-assets.com/books/1312822853m/9637479.jpg
L.M. Montgomery,1919,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",4,27353,212,1369,6925,10355,10436,https://images.gr-assets.com/books/1403192556m/77395.jpg
Stephen King,2005,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),3.28,19406,1068,3597,8765,6130,2962,https://images.gr-assets.com/books/1422099676m/10574.jpg
"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),3.85,18113,326,1187,4909,6243,5544,https://images.gr-assets.com/books/1297721168m/351064.jpg
John Saul,1991,Darkness,Darkness,3.92,17338,223,794,4744,6013,5686,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,The Pursuit of Holiness,4.28,14574,148,345,2131,4793,7498,https://images.gr-assets.com/books/1372784705m/260791.jpg
Lisa Kleypas,2004,Again the Magic,"Again the Magic (Wallflowers, #0)",4.05,24978,475,1081,5211,9597,10061,https://images.gr-assets.com/books/1418771403m/674220.jpg
Anne Rivers Siddons,1998,Low Country,Low Country,3.96,16364,172,600,4147,6475,5192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jennifer Donnelly,2010,Revolution,Revolution,4.02,20607,592,1363,4626,8627,9635,https://images.gr-assets.com/books/1320530843m/7558747.jpg
Eric S. Nylund,2001,The Fall of Reach,Halo: The Fall of Reach,4.25,14525,96,432,2462,5746,7803,https://images.gr-assets.com/books/1436746591m/60229.jpg
Kim Harrison,2013,,"Ever After (The Hollows, #11)",4.45,22312,69,274,2270,8588,14830,https://images.gr-assets.com/books/1345396768m/13241659.jpg
Frank De Felitta,1975,Audrey Rose,Audrey Rose,3.86,17688,301,1187,5042,5533,5825,https://images.gr-assets.com/books/1344267955m/455764.jpg
Nathan  Hill,2016,The Nix,The Nix,4.12,20807,372,1029,3985,9628,10246,https://images.gr-assets.com/books/1474083394m/28251002.jpg
Sophie Jordan,2011,Vanish,"Vanish (Firelight, #2)",3.95,25947,476,1645,6345,9236,9818,https://images.gr-assets.com/books/1327879019m/9436632.jpg
Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,4.66,18641,60,157,1075,3478,14070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
J. Sheridan Le Fanu,1872,Carmilla,Carmilla,3.83,21582,338,1449,7088,9344,6773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Garth Nix,2004,Drowned Wednesday,"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85,21267,217,1151,6456,8307,6112,https://images.gr-assets.com/books/1304528425m/47619.jpg
Melina Marchetta,2003,Saving Francesca,Saving Francesca,3.97,24398,643,1501,5587,10096,9565,https://images.gr-assets.com/books/1327865374m/82434.jpg
K.A. Linde,2012,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",3.85,28253,1444,2174,5960,9706,10226,https://images.gr-assets.com/books/1343768792m/13345975.jpg
"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",3.89,19223,538,1552,5304,7683,7609,https://images.gr-assets.com/books/1377041438m/13521399.jpg
"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21,20974,203,561,3305,7786,9400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Chris Bohjalian,2008,Skeletons at the Feast,Skeletons at the Feast,3.99,18706,311,846,3968,8762,6359,https://images.gr-assets.com/books/1320413130m/2017056.jpg
Sue Grafton,1994,L is for Lawless,"L is for Lawless (Kinsey Millhone, #12)",3.91,22383,111,727,6844,9542,6533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jerry Spinelli,2003,Milkweed,Milkweed,4,19461,329,1032,4327,7542,7362,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,4.22,18297,200,669,3376,4740,9409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
William Gibson,1993,Virtual Light,"Virtual Light (Bridge, #1)",3.84,16273,134,906,5272,7689,4444,https://images.gr-assets.com/books/1409238094m/22326.jpg
Craig Ferguson,2009,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96,17033,444,799,3838,7232,6116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,3.82,17181,397,1268,4800,6310,5227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",4.08,27201,527,1145,5301,11221,11645,https://images.gr-assets.com/books/1286649993m/6584134.jpg
Charlotte Rogan,2012,The Lifeboat,The Lifeboat,3.2,18260,796,3605,8615,5897,1681,https://images.gr-assets.com/books/1344266875m/12888599.jpg
"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo vadis?,Quo Vadis,4.13,18466,326,966,3527,6522,9030,https://images.gr-assets.com/books/1340709653m/538845.jpg
Amy Ewing,2014,The Jewel,"The Jewel (The Lone City, #1)",3.86,21247,713,1827,5852,8886,8191,https://images.gr-assets.com/books/1392220609m/16068780.jpg
Chris d'Lacey,2001,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",3.76,22634,968,2203,5865,6732,7541,https://images.gr-assets.com/books/1362325249m/312043.jpg
"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",4.27,20016,108,513,3170,7350,10335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Nora Roberts,2008,The Hollow,"The Hollow (Sign of Seven, #2)",4.11,23983,219,957,4993,8894,10340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Deborah Guarino, Steven Kellogg",1989,Is Your Mama A Llama?,Is Your Mama a Llama?,4.16,19267,259,793,3760,5466,9295,https://images.gr-assets.com/books/1328835648m/770038.jpg
Anna Todd,2013,After We Collided,"After We Collided (After, #2)",3.73,16338,1619,2520,5459,6492,8737,https://images.gr-assets.com/books/1416788471m/22540125.jpg
Jacob Tomsky,2012,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.54,16181,596,1836,5894,6199,3219,https://images.gr-assets.com/books/1348186171m/13331184.jpg
Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08,16792,202,634,3100,7051,6402,https://images.gr-assets.com/books/1428284996m/38855.jpg
David Wong,2012,,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",4.26,15031,94,381,2466,6967,8145,https://images.gr-assets.com/books/1365496944m/12924261.jpg
"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,Dali: The Paintings,4.17,14600,322,707,2442,3897,7395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Matthew Reilly,2005,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",4.08,15374,437,919,3083,6268,7699,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Cherrie Lynn,2009,,"Unleashed (Ross Siblings, #1)",3.89,27833,580,1571,7119,11411,8723,https://images.gr-assets.com/books/1384805371m/7202825.jpg
Laurell K. Hamilton,2006,Mistral's Kiss,"Mistral's Kiss (Merry Gentry, #5)",4.03,25340,456,1695,5877,8400,11440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Stephen R. Covey,,,The 8th Habit: From Effectiveness to Greatness,3.99,13765,319,789,2989,4904,5395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Larissa Ione,2009,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),4.25,26939,239,768,4093,9898,13521,https://images.gr-assets.com/books/1344268874m/4497978.jpg
"Dean Koontz, Leigh Nichols",2000,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,4.16,17581,291,540,3153,5715,7882,https://images.gr-assets.com/books/1309287773m/21323.jpg
Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",3.77,18878,602,1829,5770,8169,6090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Laura Dave,2015,Eight Hundred Grapes,Eight Hundred Grapes,3.58,14135,373,1618,5989,6819,2858,https://images.gr-assets.com/books/1429742890m/23492613.jpg
Fannie Flagg,1998,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",3.84,18307,199,1066,5513,7936,5024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Irvine Welsh,1998,Filth,Filth,3.76,16162,463,1351,4679,6637,4541,https://images.gr-assets.com/books/1452500604m/23966.jpg
